Lastname,Firstname,Gender,Age,City,Province,Country,Your Height,Your Body Weight,Your Shoe Size,How often do you  brush your teeth in a day?,What is the number of times you floss in a week?,How many languages do you speak fluently?,How many musical instruments do you play?,What is the number of years you've been in school?,How much TV do you watch in a day?,How much time do you spend on the internet everyday?,How many apps have you downloaded on your phone?,How much time do you spend on exercising every week?,How many cell phones do you own in a year?,How many game consoles do you own?,How much do you pay for your monthly cellphone bill?,What is your monthly internet bill?,What is your monthly rent?,What is your monthly transportation spending?,How many kids do you have?,Are you vegetarian?,How much money do you spend for lunch?,What's favorite subject in highschool?,How many pets do you currently own?,How many cars do you own?,What kind of phone do you have?,What is your favorite sport?,Coca-Cola or Pepsi?,How many times do you dine at a restaurant every week?
Hickson,Phanindra,M,19,Toronto,ON,CA,179,75,10,,0,1,0,13,,2.17,,40,6,0,78,73,1700,350,0,No,0,Math,,0,Android,Hockey,,
Gaffin,Brooke,F,25,Toronto,ON,CA,168,70,7,,0,2,2,,1.83,,29,,6,1,,82,,,0,No,10.2,Visual Arts,0,0,,Basketball,I Don't Care,1
Eriven,Tasi,F,24,Toronto,ON,CA,166,86,6.5,,0,,0,,,2.5,49,90,4,1,,63,,,,No,16.4,Music,0,1,,,,1
Mora-Mendoza,Melissa,F,27,Toronto,ON,CA,,72,7,2,,2,1,19,1.5,3,,,7,1,,67,1700,350,,No,14.7,English,,,iOS,Basketball,,3
Cisneros,Amanda,F,23,Toronto,ON,CA,173,66,,2,,1,0,16,1.67,3,36,80,4,0,61,,2050,,0,No,12.1,,1,0,Blackberry,,Coca Cola,3
Soluren,Armando,M,27,Toronto,ON,CA,182,75,,2,0,2,,,2.17,2.67,34,120,1,,,63,1700,,,No,14.5,,,0,,Soccer,Pepsi,3
Dominguez,Ireshea,F,22,Toronto,ON,CA,,78,,3,0,2,0,16,1.83,3.33,,70,4,0,71,,1700,350,0,No,,Visual Arts,1,0,Android,Baseball,,
Huynh,Rayshawn,M,32,Toronto,ON,CA,172,78,,2,1,1,,19,1.17,,34,90,3,1,45,,,150,1,,10.2,Music,,,Android,Baseball,I Don't Care,
Nunez,Elizabeth,F,21,Toronto,ON,CA,169,79,9,2,,3,0,15,,2.67,36,50,11,1,31,67,1700,350,,No,,Visual Arts,2,0,Android,Basketball,I Don't Care,2
Lillie,Kelly,F,35,Toronto,ON,CA,,83,,2,0,,,18,,2.67,,0,3,0,,51,1130,,2,,17.9,Computer Science and Technology,0,1,Android,Baseball,,
Elzarad,Anthony,M,24,Toronto,ON,CA,184,73,10,,0,,1,15,2,1.83,50,90,,,,69,1700,,0,No,14,PhysEd,0,0,,,,0
Simental,Yesenia,F,16,Toronto,ON,CA,167,79,,,1,1,0,10,1,,32,0,2,0,58,68,1700,350,0,Somewhat,7.5,,0,0,,Basketball,,0
Barbary,Christi,F,23,Toronto,ON,CA,162,57,,,0,3,0,18,,3.33,59,100,,0,76,,1700,,,No,,,,0,iOS,Basketball,Coca Cola,
Martin,Ryker,M,25,Toronto,ON,CA,175,,,2,0,,0,17,1.83,2.83,,60,,,54,,1850,350,1,No,0,Music,,0,,Football,,3
Lathrop,Karl,M,27,Toronto,ON,CA,180,80,7.5,2,,,1,17,1.33,2.17,26,,,,64,68,1700,350,,No,10.5,Geography,2,,Android,Hockey,I Don't Care,1
Littlejohn,Goretti,F,26,Toronto,ON,CA,165,68,7.5,,1,,,18,1.5,2.5,23,,5,,77,71,1700,,,No,0,,0,0,Android,,Coca Cola,
Fraire,Jasmine,F,20,Toronto,ON,CA,157,71,,2,2,,0,,1.17,1.67,45,0,,3,59,65,1700,,0,No,,Languages,,0,Android,Hockey,,1
Matthews,James,M,25,Toronto,ON,CA,,,8,2,1,,0,14,,2.83,,0,,,66,60,1800,350,0,No,,,,,,Hockey,,1
Dryden,Cory,M,18,Toronto,ON,CA,173,86,7.5,,2,1,2,12,1.33,2.5,25,70,7,0,75,61,1700,350,0,,0,Languages,,0,Android,Baseball,,1
Gamon,Cruz,F,26,Toronto,ON,CA,173,74,8,2,1,1,,,,3.5,59,40,3,,,,1700,350,,No,0,Physics,0,,iOS,,Coca Cola,
Martin,Mollie,F,19,Toronto,ON,CA,172,,,2,,2,1,13,1.5,3.5,,70,3,0,,56,1700,350,0,No,0,English,0,0,Blackberry,Hockey,,
Barr,Molly,F,29,Toronto,ON,CA,168,81,7,2,,1,0,16,1.83,2.83,49,80,,0,62,54,1850,,0,No,,History,,1,,,,3
Smith,Thien,F,28,Toronto,ON,CA,176,,8.5,2,0,,0,12,1,,,100,6,0,,51,1700,,,,15.6,,2,1,Android,Baseball,I Don't Care,2
Pacheco,Jessica,F,28,Toronto,ON,CA,171,69,8.5,2,0,,0,18,2.17,,31,,,,67,,1700,,1,No,0,Music,,,Android,Baseball,,
Trang,Daniel,M,23,Toronto,ON,CA,,82,8,,0,,1,,1.33,2.67,14,60,,1,,62,,,0,No,12.4,Visual Arts,,,Android,,Coca Cola,3
Rogers,Teagan,F,22,Toronto,ON,CA,,61,8,2,3,2,1,16,,2.5,21,90,4,0,82,62,1700,350,0,,12.3,,2,,,,,
Wilburn,Zhjade,F,21,Toronto,ON,CA,160,,8,2,,2,1,15,2.17,2.67,39,90,0,2,66,58,1700,350,0,No,,Visual Arts,,0,Android,Baseball,Pepsi,1
Meyer,Emily,F,26,Toronto,ON,CA,168,,6.5,2,0,2,0,13,1.83,,,60,4,,63,64,1700,350,0,No,10.8,Chemistry,0,,Android,Hockey,Pepsi,1
Phen,Eric,M,24,Toronto,ON,CA,173,76,10,,1,,1,,,2.83,,0,8,0,87,52,1700,,0,,,,1,0,Android,Hockey,,
Everett,Jacob,M,24,Toronto,ON,CA,,,12.5,2,,2,0,17,2,3,28,90,3,0,,53,1700,,1,No,0,Math,0,1,iOS,Baseball,Coca Cola,2
Herndez,Whitney,F,20,Toronto,ON,CA,166,71,7.5,2,2,1,1,,2.17,2,27,80,4,1,,73,1700,,,No,0,,0,0,,Hockey,,4
Perez-Gonzalez,Lashanda,F,25,Toronto,ON,CA,,,5,2,1,1,1,16,1.33,2.67,41,0,3,0,70,52,,350,,No,13,,,0,Android,,Pepsi,2
Pradhan,Kenneth,M,24,Toronto,ON,CA,179,83,10,2,0,,,,,3,36,50,3,0,54,,,350,0,Somewhat,,English,,1,Android,Baseball,Coca Cola,1
Bautista,Marko,M,19,Toronto,ON,CA,169,66,10,4,0,1,,,,3.17,47,,2,,71,69,,350,0,,,Visual Arts,1,0,,Football,,3
Neer,Isaiah,M,24,Toronto,ON,CA,174,74,,4,0,1,0,16,2.17,2.67,31,,4,,,70,,350,1,No,11.5,Languages,0,,iOS,Soccer,,3
Mabry,Valerie,F,23,Toronto,ON,CA,169,57,6,2,0,4,,14,,2,42,50,3,2,81,,1700,350,0,,10.9,Math,1,0,Android,Hockey,I Don't Care,
Russell,Manezeh,F,22,Toronto,ON,CA,164,72,6.5,2,,1,1,16,1.5,,,0,,,55,65,1700,,0,No,,Physics,1,1,Android,Soccer,,3
Percell,John,M,24,Toronto,ON,CA,175,64,8.5,2,1,2,,,,,18,80,6,0,87,64,1820,350,0,No,0,,1,1,Android,Hockey,Coca Cola,2
Rivera,Arrianne,F,19,Toronto,ON,CA,,,9,,0,2,0,,1.5,,39,,4,0,51,,1700,,0,No,0,Drama,,0,Android,Basketball,,
Jones,Melinda,F,28,Toronto,ON,CA,172,64,,,1,1,0,18,1.5,2.17,35,0,4,,66,63,1700,,0,No,11.9,Chemistry,0,0,Android,,I Don't Care,1
Ospi,Juan,M,30,Toronto,ON,CA,181,96,9.5,2,1,1,0,12,1.83,,25,100,4,0,75,,1580,270,,No,,Drama,1,1,Android,Basketball,I Don't Care,
Groves,Ele,F,25,Toronto,ON,CA,174,,6.5,,0,1,0,14,1.67,1.83,,60,1,1,50,67,1700,,0,,10.7,Computer Science and Technology,1,0,Android,Baseball,Pepsi,2
Castaneda,Alexis,F,24,Toronto,ON,CA,166,,,2,,1,,,1.83,2.33,40,60,2,0,65,,1810,350,,No,0,History,2,0,Android,,Coca Cola,2
Ogletree,Gregory,M,23,Toronto,ON,CA,,76,10,2,0,1,0,20,1.67,1.5,,100,2,0,,,1700,350,,,,,0,,Android,,I Don't Care,2
Bhakta,Landis,M,24,Toronto,ON,CA,,75,9,2,0,1,0,17,1.33,2.67,46,100,4,,65,52,1700,350,0,No,,Music,,1,Android,,Coca Cola,
Graves,Charles,M,27,Toronto,ON,CA,170,85,,2,0,2,1,,2,1.83,,90,2,,,62,1960,350,,,0,Visual Arts,1,,Android,Soccer,Pepsi,3
Valdez,Perez,F,27,Toronto,ON,CA,164,,7,2,,1,1,13,,2.17,30,,,2,51,74,,350,1,,9.5,History,1,,,Soccer,,2
Ramirez,Mckenzie,F,26,Toronto,ON,CA,174,53,7,2,2,1,,19,,2.33,32,,,0,67,68,1700,,,No,8.7,History,0,0,iOS,,I Don't Care,2
Cave,Isaac,M,22,Toronto,ON,CA,,83,8,,0,1,0,16,2.5,2,20,0,3,1,,,1700,350,0,,12.6,Geography,0,1,Android,,I Don't Care,
Trujillo,Emma,F,25,Toronto,ON,CA,169,66,8,2,0,1,0,13,,1.33,,0,,0,52,,,350,1,,0,Geography,,,Android,Baseball,I Don't Care,3
Browning,Tori,F,26,Toronto,ON,CA,167,78,6.5,,2,2,1,13,1.67,2,26,0,,1,60,50,,350,0,No,0,,1,1,,Soccer,I Don't Care,1
Mekonnen,Desiree,F,18,Toronto,ON,CA,164,66,7.5,,,1,0,,1.17,2.33,38,,4,,49,76,1700,350,0,No,0,Drama,,,Android,Hockey,I Don't Care,4
Davis,Jen,F,20,Toronto,ON,CA,164,,7,2,0,1,0,,,,28,110,2,,80,54,,,0,No,0,Visual Arts,2,0,Android,Baseball,,2
Yazzie,Brandon,M,24,Toronto,ON,CA,182,72,8,,,,0,,1.17,3,,0,6,,,64,1700,350,0,No,12.6,Business,0,,Android,,Pepsi,4
Ruiz,Alexandria,F,22,Toronto,ON,CA,174,,8.5,2,0,1,,16,1.5,2.67,26,50,9,0,40,79,1700,350,,No,,History,0,0,Android,,I Don't Care,1
Mccloud,Tracy,F,24,Toronto,ON,CA,171,70,7,2,,2,,13,1.17,,,70,3,1,61,56,1700,350,,,9.4,,1,0,,Soccer,,1
Archer,Aziel,M,22,Toronto,ON,CA,173,82,11.5,2,0,2,1,16,1.17,2.17,22,,4,,73,68,1700,350,0,No,,Chemistry,1,0,,Hockey,,1
Borrego,Asjha,F,28,Toronto,ON,CA,,68,,2,0,1,1,15,0.67,,38,,3,2,54,54,1700,350,1,No,,Languages,0,1,,Basketball,,0
Moore,Amy,F,20,Toronto,ON,CA,165,64,7.5,2,1,1,0,14,2.33,2.67,,,6,1,50,77,1700,,0,,,,,0,,Football,I Don't Care,3
Fabela,Khylin,F,21,Toronto,ON,CA,,67,6.5,2,,,0,15,1.67,,34,,,,63,,1700,350,0,No,,Geography,1,0,,Soccer,I Don't Care,2
Williams,Domingo,M,20,Toronto,ON,CA,180,76,12.5,2,0,3,1,14,1.5,2.5,,0,1,,,61,1700,350,0,,,History,0,,,Hockey,Coca Cola,
Moncivaiz,Whitney,F,28,Toronto,ON,CA,179,64,,3,1,1,1,12,1.67,2.67,55,90,6,0,73,65,1700,350,0,,8.9,Physics,1,1,Android,Hockey,I Don't Care,3
Romero,Alliyah,F,19,Toronto,ON,CA,166,68,,,0,1,0,13,1.33,,50,0,4,1,58,,,350,0,No,0,,0,,iOS,Hockey,Coca Cola,1
April,Ramon,M,24,Toronto,ON,CA,173,72,8,2,1,,,17,,2.5,,0,4,0,90,74,1700,350,0,Somewhat,0,,,0,Android,,,
Hermosillo,Shadara,F,24,Toronto,ON,CA,163,55,,,0,,0,13,1.67,2.33,26,70,5,0,69,73,1850,350,1,,10,History,2,0,Android,,Pepsi,2
Griffin,Giau,F,18,Toronto,ON,CA,,62,8.5,2,0,1,0,12,1.33,1.83,39,80,7,0,,60,1700,350,0,No,,,1,0,Android,Basketball,I Don't Care,
Ling,Walfre,M,24,Toronto,ON,CA,169,77,11,,0,1,0,,1.5,2.5,,60,6,1,71,,1700,350,1,Somewhat,12.6,Languages,1,0,Android,,I Don't Care,
Ouk,Allajawaun,M,27,Toronto,ON,CA,181,85,8,2,0,1,0,13,,2.5,31,100,3,2,32,48,1700,350,0,No,15.7,Business,,0,,Soccer,Coca Cola,3
Bryant,Christi,F,33,Toronto,ON,CA,163,76,9.5,2,,1,0,17,1.83,2.83,18,0,2,,87,74,830,120,,No,13,,,0,,Soccer,,2
Turner,Troy,M,18,Toronto,ON,CA,,91,10,3,,2,0,12,1.17,1,44,0,5,4,30,61,1700,350,0,,0,Chemistry,2,0,,Football,,
Rodriguez,Danielle,F,25,Toronto,ON,CA,173,76,7.5,2,1,,0,19,1.83,,45,0,3,,,87,,350,0,No,0,,,0,,Baseball,,
Torres,Aijah,F,29,Toronto,ON,CA,168,64,7.5,2,,3,0,19,2.17,,38,90,2,,81,74,1320,110,,No,,,1,1,,Hockey,,
Park,Sean,M,29,Toronto,ON,CA,188,61,,2,2,1,0,14,,1.83,18,60,,0,74,72,,0,1,No,,Math,2,1,,Football,,2
Machado,Shau,F,30,Toronto,ON,CA,155,70,7.5,2,1,,0,14,1.83,2.67,,70,5,1,,,,120,,,0,Computer Science and Technology,,1,Android,Soccer,Pepsi,2
Wesolowski,Isaac,M,30,Toronto,ON,CA,176,68,10.5,3,0,1,,16,1.5,2.17,44,0,7,,80,,,110,0,,17.1,Chemistry,,1,,Soccer,I Don't Care,1
Pickerell,Brittany,F,23,Toronto,ON,CA,169,66,5.5,,0,1,1,15,,1.17,33,,2,1,54,,,350,0,No,14.9,History,0,0,,Hockey,I Don't Care,0
Keelick,Dandrew,M,21,Toronto,ON,CA,184,86,8,2,,1,,15,,2.83,,90,,1,61,61,1790,350,0,No,0,Music,0,0,Blackberry,Hockey,,4
Mendoza,Demetrius,M,27,Toronto,ON,CA,178,76,9.5,2,,1,,20,,2.67,28,70,3,1,72,,1700,350,1,No,0,Math,2,0,Android,Basketball,,0
Torres,Maia,F,24,Toronto,ON,CA,,63,7,2,1,,1,19,1.5,2.5,44,,5,0,,,1700,350,1,,11.5,History,0,1,,Hockey,I Don't Care,0
Lovell,Andy,M,28,Toronto,ON,CA,173,78,9.5,,,,,13,,2.67,25,,4,0,73,69,,350,,No,10.6,Chemistry,1,0,iOS,Hockey,,
Lewis,Sarah,F,23,Toronto,ON,CA,169,71,,2,,2,0,12,1.83,3.17,,100,2,0,,80,1760,350,0,No,8.3,,2,0,Android,Soccer,Coca Cola,2
Lemus,Asia,F,19,Toronto,ON,CA,168,60,,2,0,,,13,1.83,2.83,22,80,,1,89,64,,350,,No,0,Computer Science and Technology,0,,Android,Basketball,I Don't Care,1
Chafin,Srikar,M,28,Toronto,ON,CA,,,,2,0,,,12,2,3,,100,2,0,,,1700,350,1,No,0,Chemistry,,,,Football,Coca Cola,3
Lee,Isaiah,M,22,Toronto,ON,CA,176,,9.5,2,0,1,1,16,1.83,2.5,,60,,0,90,,1700,350,0,No,13.1,,0,,,Hockey,,3
Haro,Jamilia,F,22,Toronto,ON,CA,161,,8,,,1,,16,2.17,3,,0,4,1,,69,1700,350,0,No,13.5,Music,0,,,,I Don't Care,
Pe,Esperanza,F,24,Toronto,ON,CA,165,64,9,2,2,1,,19,1.33,2.67,53,70,,3,,61,1700,350,0,,8.8,Geography,1,0,,,Coca Cola,1
Melvin,Juma,F,30,Toronto,ON,CA,167,72,8.5,2,0,1,,,1.17,3,22,,5,0,72,75,1210,130,0,Somewhat,0,Visual Arts,0,1,Android,,I Don't Care,0
Green,Niki,F,26,Toronto,ON,CA,168,75,,2,2,2,2,19,1,1.83,28,,,0,75,66,,350,0,No,0,Languages,,1,,Soccer,,1
Baker,Benjamin,M,23,Toronto,ON,CA,,86,8.5,2,0,2,1,,1.83,2.83,33,0,6,1,,,1700,350,,Somewhat,10.3,Visual Arts,1,0,,Soccer,,2
Lopez,Rodriguez,F,20,Toronto,ON,CA,170,,7.5,3,1,,0,14,2,,,100,2,1,,54,1700,350,0,No,0,Visual Arts,2,0,Android,Hockey,,3
Barraza,Trae,F,25,Toronto,ON,CA,170,64,6.5,2,,,0,19,,2.17,,,7,1,59,62,1700,350,1,No,,,,,,Hockey,Coca Cola,
Fitzsimons,Nicholas,M,26,Toronto,ON,CA,174,,9,,,,,14,1.67,2.33,37,90,1,,,58,1700,350,0,Somewhat,13,Chemistry,0,0,,Basketball,Pepsi,3
Le,D,M,24,Toronto,ON,CA,174,94,12.5,,0,2,0,,,2.17,39,60,6,1,80,,1700,,0,,12.5,,0,1,Android,Soccer,,2
Two,Crow,M,29,Toronto,ON,CA,170,,11,2,,1,0,12,2.5,2.5,48,90,5,1,61,,1920,220,1,No,12.9,,,1,Android,Baseball,,2
Herndez,Tiaha,F,24,Toronto,ON,CA,176,73,5,2,0,1,0,19,2,3,54,70,,2,73,60,,350,1,No,0,Languages,,0,,Basketball,Coca Cola,1
Rodenburg,Christopher,M,22,Toronto,ON,CA,163,,11.5,3,0,,1,16,,2,20,0,4,,,60,1700,,0,No,14.1,,2,1,Android,Basketball,,1
Brown,Emma,F,19,Toronto,ON,CA,,73,9,2,,1,0,,1.83,3.33,,60,1,,,73,1700,350,,,0,History,0,0,iOS,Soccer,I Don't Care,
Munoz,Cecilia,F,23,Toronto,ON,CA,163,,7,,,,0,12,1.5,2.5,30,100,3,1,73,84,1700,,0,Somewhat,,PhysEd,1,,Android,Soccer,,
Nguyen,James,M,30,Toronto,ON,CA,,69,,2,1,,,,1.83,2.33,,,,0,64,,1120,0,1,Somewhat,10.3,History,0,,Android,Baseball,,1
Serrano,Samantha,F,25,Toronto,ON,CA,155,73,6.5,2,0,1,1,,1.33,1.83,37,,,1,45,59,1700,,0,No,8.4,Math,1,0,,Hockey,,4
Finley,Jared,M,21,Toronto,ON,CA,176,,10,2,0,,2,15,,,33,120,7,,,,1700,350,0,No,0,Physics,2,0,,Soccer,,
Auyeung,Myles,M,23,Toronto,ON,CA,170,65,8,2,,2,0,14,1.17,1.83,26,80,3,,71,54,1700,,0,No,15.5,Business,2,1,Android,Football,Coca Cola,3
Rodriquez,Steven,M,24,Toronto,ON,CA,175,82,7.5,,0,2,,17,,,28,100,3,0,52,,1700,350,1,No,,Languages,0,0,Android,Soccer,Coca Cola,3
Aldridge,Haileigh,F,27,Toronto,ON,CA,159,71,8.5,,0,1,0,16,,,22,110,,1,,67,1700,,0,,17.1,Physics,1,0,Android,Basketball,,5
Liggins,Sandra,F,19,Toronto,ON,CA,177,69,,2,0,1,0,,1.67,2.83,,,2,,49,,,350,0,No,0,Physics,,0,Blackberry,Basketball,Pepsi,0
House,Scott,M,23,Toronto,ON,CA,182,86,9,3,,,,15,,,41,,,1,87,59,1700,350,0,No,,,0,1,Android,,Coca Cola,0
Mcclure,Leon,M,24,Toronto,ON,CA,173,74,9,2,2,1,1,18,1.5,3,,0,3,2,,50,1700,350,,No,,Drama,3,0,Android,Baseball,,
Watson,Lily,F,24,Toronto,ON,CA,175,77,9,2,0,1,0,17,,,29,,5,0,53,55,1700,350,0,No,0,Drama,3,0,,Soccer,I Don't Care,2
Candy,Birva,F,32,Toronto,ON,CA,,,6.5,2,0,,0,,2.17,2.17,49,50,5,,69,77,,170,3,No,12.9,English,,1,,,I Don't Care,1
Miller,Sharon,F,21,Toronto,ON,CA,168,66,8.5,,2,3,,,2,1.5,,0,5,0,82,57,1700,,0,No,,Drama,0,,iOS,,Pepsi,
Franco,Mariah,F,29,Toronto,ON,CA,167,,,2,,1,0,18,,2.67,43,120,9,1,77,59,620,110,,No,14.4,Business,1,1,Android,Football,,4
Herndez,Kanisha,F,32,Toronto,ON,CA,166,74,,2,0,1,0,20,2,,48,80,5,0,,65,990,210,2,,0,Music,0,0,Android,Basketball,Coca Cola,2
Pitsuwan,Jared,M,26,Toronto,ON,CA,168,,,2,0,2,0,17,1.33,3,47,0,,1,43,56,1700,350,,No,13.5,PhysEd,,,Android,Hockey,Pepsi,2
Chang,Eduardo,M,22,Toronto,ON,CA,,,,2,0,2,0,16,,,,,4,,60,86,1700,,0,,,,,0,,Hockey,,7
Brown,Trenda,F,23,Toronto,ON,CA,165,58,6,2,2,1,,,2,1.67,41,0,,,78,,1700,,,Somewhat,0,Computer Science and Technology,,,,Baseball,Pepsi,
Rodriguez,Alexis,F,23,Toronto,ON,CA,163,54,6,3,,,1,13,1.33,2.83,42,0,,1,,55,1950,350,0,Strictly,10.8,Computer Science and Technology,1,0,Blackberry,Hockey,Coca Cola,3
Baang,De,M,26,Toronto,ON,CA,182,95,6,2,1,1,,17,1.67,1.83,46,80,7,1,65,85,,350,1,,0,Business,1,1,Android,,,2
Vongphackdy,Edgar,M,25,Toronto,ON,CA,175,72,8,2,2,1,,19,1.17,,,0,4,1,52,73,1700,350,,No,13.8,Math,1,,Android,Soccer,,1
Anderson,Gary,M,26,Toronto,ON,CA,169,76,,4,,3,,,1.5,2.17,27,0,4,0,57,73,1700,,,,11.6,Chemistry,1,0,Android,Basketball,,3
Hubbs,Astasia,F,25,Toronto,ON,CA,,77,6.5,2,0,1,0,12,1.5,1.67,34,80,6,2,49,92,1700,350,1,No,11.7,Business,0,0,,,Pepsi,1
Kim,Bobby,M,21,Toronto,ON,CA,,79,11,2,,,,15,1.17,2.67,39,100,,0,52,,1700,350,0,No,0,,0,0,,Football,,
Preston,Deon,M,22,Toronto,ON,CA,169,74,8,2,0,3,1,16,2.17,3.17,32,100,2,0,,60,1700,350,0,,14.3,Computer Science and Technology,0,1,,Basketball,I Don't Care,3
Banks,Danielle,F,21,Toronto,ON,CA,166,58,7.5,,,1,,15,,,43,30,4,1,55,60,1700,350,,,0,Languages,0,0,Android,,Coca Cola,5
Ferndo,Gabriel,M,24,Toronto,ON,CA,,101,9,2,0,,,19,,2,22,110,2,0,73,,1700,,0,,16.1,,2,0,,,Pepsi,4
Sameshima,Dawit,M,23,Toronto,ON,CA,,78,10,2,0,1,0,18,1.33,2.33,38,60,8,0,76,,,,0,No,,English,1,0,iOS,,Pepsi,1
O'Connor,Devin,M,25,Toronto,ON,CA,,,,2,0,,0,16,1.5,3.17,32,,3,1,102,60,1700,350,,No,,,0,1,iOS,Hockey,I Don't Care,2
Sackey,Tammy,F,24,Toronto,ON,CA,,76,,2,1,,1,18,2,,30,100,6,1,,71,1700,350,,No,,Biology,0,0,Android,,,0
Ruiz,Jessica,F,19,Toronto,ON,CA,157,,5.5,2,0,1,0,13,1.33,,17,,4,,,62,,350,0,No,0,Business,0,,,,,0
Edwards-Johnson,Sun,F,29,Toronto,ON,CA,,65,8.5,2,0,1,1,19,2.17,2.33,36,70,7,0,71,,1370,240,,,0,,1,1,Android,Hockey,I Don't Care,3
Haerle,Radha,F,28,Toronto,ON,CA,166,,7.5,4,3,1,0,19,1.5,2.67,29,70,5,1,,55,1700,350,1,,,Biology,,1,,Soccer,,
Gadison,Parisa,F,22,Toronto,ON,CA,163,,8,,,1,0,16,1.5,2.5,34,,,0,74,,,,0,No,0,English,0,1,Android,Soccer,I Don't Care,3
Matthews,Alec,M,23,Toronto,ON,CA,,87,9,,0,1,,12,1.5,,41,60,5,,62,63,1700,350,0,No,11.3,Music,,0,,Hockey,Coca Cola,1
Rodriguez,Jr,F,20,Toronto,ON,CA,157,57,8,2,2,1,,14,1.83,2.5,40,,3,0,67,49,1700,350,0,No,0,Physics,1,0,,Baseball,,0
Washington,Emily,F,18,Toronto,ON,CA,,70,7,3,0,2,0,12,,,58,100,6,0,,50,1700,350,0,,0,,,0,,Soccer,,3
Cano,Kira,F,22,Toronto,ON,CA,167,,10,2,0,2,0,16,1.33,3,,90,3,1,85,69,1700,,,Somewhat,12.6,Drama,,1,Android,Basketball,,
sstrom,Brittaney,F,24,Toronto,ON,CA,167,70,7.5,2,1,2,,19,,,46,80,2,1,81,46,1700,,1,,9.9,Computer Science and Technology,0,,Android,,I Don't Care,3
Waldinger,Caitlyn,F,33,Toronto,ON,CA,165,69,8.5,,,1,0,20,1.83,2.5,48,90,,0,50,49,1470,150,3,,0,History,0,1,iOS,Basketball,,
Veble,Alan,F,25,Toronto,ON,CA,164,54,5.5,2,0,1,0,,2.17,,,100,2,0,57,63,1700,350,0,,0,,0,1,Android,Football,I Don't Care,3
Tinner,Scarlett,F,25,Toronto,ON,CA,,68,8,2,0,2,0,14,1.67,2.17,46,90,2,1,,,1880,350,1,Somewhat,,,2,0,,Hockey,I Don't Care,0
Mekonnen,Charles,M,22,Toronto,ON,CA,,84,,2,,3,0,16,1.33,2.33,34,110,4,1,,57,1700,350,0,,14.5,Drama,0,0,,Hockey,,
Mathews,Mario,M,21,Toronto,ON,CA,176,82,7.5,2,0,2,,15,1.5,,56,100,,,54,72,1700,350,0,No,0,,0,,Android,Hockey,,
Hill,Tucker,M,21,Toronto,ON,CA,179,94,8,2,0,2,0,,,1.67,,0,5,0,,58,1700,,0,No,,Drama,1,0,Android,Baseball,Coca Cola,2
Trillo,Roxa,F,30,Toronto,ON,CA,167,73,6,2,0,2,0,,1.67,3,33,0,6,1,67,59,1250,250,0,No,0,,0,1,Android,Hockey,,2
Hinton,Timothy,M,22,Toronto,ON,CA,172,95,10,2,0,1,0,16,1.67,2.67,48,,5,0,62,,1700,350,,No,9.1,Physics,1,,Android,Soccer,,1
Wall,William,M,25,Toronto,ON,CA,,,7,,,2,1,15,2.17,2.5,44,50,7,0,,68,,,1,No,0,Geography,0,0,Android,,Pepsi,
Monroe,Hanh,F,27,Toronto,ON,CA,,,7,2,1,1,0,20,1.17,2.17,55,,,1,72,55,,350,1,,10.4,,,0,Android,Baseball,I Don't Care,1
Slechter,Rei,M,22,Toronto,ON,CA,,84,9,2,,1,,16,1.5,2.67,19,,5,,,64,,350,0,,,,0,0,Android,Hockey,,5
Tripathi,Nigel,M,29,Toronto,ON,CA,178,80,11.5,,,1,0,13,,2.83,27,90,3,,69,68,,70,0,Somewhat,13.2,,,0,,Soccer,,4
Moseli,Omar,M,24,Toronto,ON,CA,185,77,7.5,,0,,,19,1.33,2.17,36,,5,1,60,,,350,0,No,0,Drama,,1,,,I Don't Care,
Nguyen,Juan,M,23,Toronto,ON,CA,175,93,10.5,,,1,1,,,3.17,37,0,2,,,,1870,350,,No,,Languages,2,1,iOS,,Coca Cola,
Collins,Tyler,M,23,Toronto,ON,CA,176,82,11,,1,1,0,12,1.83,,37,80,2,0,65,52,1700,350,,No,14,Visual Arts,1,0,Android,Hockey,,
Do,Devon,M,27,Toronto,ON,CA,182,81,9,3,,2,0,13,2.17,,29,70,4,,76,69,1700,350,,,0,,0,,Android,Hockey,I Don't Care,
Ortiz,Kyle,M,24,Toronto,ON,CA,178,83,9,2,,1,0,13,1.67,,19,,6,0,,,1780,350,1,No,12.8,English,,0,Android,Soccer,Pepsi,2
Stewart,Brian,F,20,Toronto,ON,CA,168,71,,2,0,1,0,14,1.33,3.33,,0,,,82,53,1700,350,0,No,,,1,0,Android,,Coca Cola,2
Shumpert,Charlene,F,21,Toronto,ON,CA,164,63,7,2,1,,0,,1.67,2.5,32,40,,0,66,80,,350,0,No,0,,1,,Android,,,1
Mondragon,Seri,F,29,Toronto,ON,CA,171,64,8.5,,0,2,,,1,,40,,3,1,69,61,1410,,1,,7.1,,0,1,,Hockey,Coca Cola,2
Littleton,Selene,F,24,Toronto,ON,CA,161,,7.5,2,0,1,0,12,1.67,2.83,,0,5,1,,65,1700,350,1,No,,PhysEd,0,0,Android,Soccer,,
Bauer,Fabian,M,27,Toronto,ON,CA,,73,10,,,1,0,14,1.5,2.67,29,70,2,3,,,1700,,0,No,0,Physics,,,Android,Hockey,,1
