Lastname,Firstname,Gender,Age,City,Province.State,Country,,,,
Immam,Sarus,M,23,Albuquerque,NM,USA,,,,
Lomeli,Patricia,F,22,Albuquerque,NM,USA,,,,
Glaspie,Brandi,F,21,Albuquerque,NM,USA,,,,
Ho,Aaron,M,32,Albuquerque,NM,USA,,,,
Copelin,Kristi,F,32,Albuquerque,NM,USA,,,,
Hudson,Kelsey,F,24,Albuquerque,NM,USA,,,,
Stancil,Robert,M,21,Albuquerque,NM,USA,,,,
Rodriguez,Deloera,F,24,Albuquerque,NM,USA,,,,
Wakasugi,Morgen,M,21,Albuquerque,NM,USA,,,,
Hope,Danny,M,21,Albuquerque,NM,USA,,,,
Loria,Joice,F,26,Fargo,ND,USA,,,,
Banfi,Brittany,F,24,Fargo,ND,USA,,,,
Romero,Whitney,F,24,Fargo,ND,USA,,,,
Carpenter,Andrew,M,27,Fargo,ND,USA,,,,
Lennert,Richard,M,28,Oklahoma City,OK,USA,,,,
Gabriel,Bobby,M,23,Oklahoma City,OK,USA,,,,
Eydi,Shahroodi,M,28,Oklahoma City,OK,USA,,,,
Luce,Derek,M,29,Oklahoma City,OK,USA,,,,
Crockett,Clayton,M,26,Oklahoma City,OK,USA,,,,
Pluemer,Hanh,F,26,Oklahoma City,OK,USA,,,,
Ornelas,Vanessa,F,28,Oklahoma City,OK,USA,,,,
Trujillo,Sidni,F,27,Oklahoma City,OK,USA,,,,
Hills,Tyler,M,22,Oklahoma City,OK,USA,,,,
Cartahe,Brandon,M,19,Oklahoma City,OK,USA,,,,
Bennett,Tiffany,F,21,Oklahoma City,OK,USA,,,,
Williams,George,M,24,Oklahoma City,OK,USA,,,,
Berdeja,Leandria,F,24,Oklahoma City,OK,USA,,,,
Jones,Kye,M,25,Oklahoma City,OK,USA,,,,
Rosales-Griego,Ebony,F,21,Oklahoma City,OK,USA,,,,
Dewey,Jordyn,F,21,Oklahoma City,OK,USA,,,,
Nguyen-Duong,Kwang,M,23,Oklahoma City,OK,USA,,,,
Lane,Devan,M,21,Oklahoma City,OK,USA,,,,
Bui,Alex,M,20,Oklahoma City,OK,USA,,,,
Sanchez,Aya,F,24,Oklahoma City,OK,USA,,,,
Aslami,Kirie,M,21,Oklahoma City,OK,USA,,,,
Gonzalez,Seiyoung,F,24,Oklahoma City,OK,USA,,,,
Forman,Sheyenne,F,23,Providence,RI,USA,,,,
Hulstrom,Michelle,F,23,Providence,RI,USA,,,,
Cortez,Darby,F,22,Providence,RI,USA,,,,
Hansen,Kelly,F,23,Providence,RI,USA,,,,
Cruz-Chacon,Vanya,F,23,Providence,RI,USA,,,,
Ung,Anthony,M,21,Providence,RI,USA,,,,
Nguyen,Benjamin,M,17,Columbia,SC,USA,,,,
Lofgren,Igtius,M,22,Columbia,SC,USA,,,,
Nelson,Zachery,M,21,Columbia,SC,USA,,,,
Montoya,Sarah,F,27,Columbia,SC,USA,,,,
Howling,Jacob,M,26,Columbia,SC,USA,,,,
Ochoa,Stephanie,F,30,Sioux Falls,SD,USA,,,,
Davis,Christopher,M,27,Sioux Falls,SD,USA,,,,
Brown,Autumn,F,30,Sioux Falls,SD,USA,,,,
Boeder,Paola,F,22,Sioux Falls,SD,USA,,,,
Rios,Zioh,F,20,Sioux Falls,SD,USA,,,,
Scannell,Timothy,M,26,Sioux Falls,SD,USA,,,,
Arrates,Christopher,M,25,Memphis,TN,USA,,,,
Roberts,Karen,F,20,Memphis,TN,USA,,,,
Castillo-Jurado,Jessica,F,25,Memphis,TN,USA,,,,
Ros,Michael,M,24,Memphis,TN,USA,,,,
Canty,Donoven,M,24,Memphis,TN,USA,,,,
Bancroft,Dashawn,M,27,Memphis,TN,USA,,,,
Leon-Guerrero,Donovan,M,21,Memphis,TN,USA,,,,
Hill,Kaila,F,21,Memphis,TN,USA,,,,
Kourouklis,Gerardo,M,19,Memphis,TN,USA,,,,
Weah,Shalynn,F,21,Memphis,TN,USA,,,,
Castillo,Mariah,F,30,Memphis,TN,USA,,,,
Gatewood-Price,Katherine,F,20,Memphis,TN,USA,,,,
Costa,Roman,M,23,Memphis,TN,USA,,,,
Boimbo,Henry,M,21,Memphis,TN,USA,,,,
Tarsa,Cassandra,F,26,Memphis,TN,USA,,,,
Schaefer,Maria,F,23,Memphis,TN,USA,,,,
Juan,Porsha,F,27,Memphis,TN,USA,,,,
Snow,Damaris,F,23,Memphis,TN,USA,,,,
Urbi,Ebony,F,30,Memphis,TN,USA,,,,
Ancmon,Magaly,F,22,Memphis,TN,USA,,,,
Hansen,Lauren,F,23,Memphis,TN,USA,,,,
Ganuelas,Anthony,M,24,Memphis,TN,USA,,,,
Davis,Mario,M,33,Memphis,TN,USA,,,,
Mantych,Kiera,F,25,Memphis,TN,USA,,,,
Dela,Cerda-Hanson,F,24,Salt Lake City,UT,USA,,,,
Lee,Vijay,M,19,Salt Lake City,UT,USA,,,,
Maestas,Sachelle,F,28,Salt Lake City,UT,USA,,,,
Gentry,Clayton,M,19,Salt Lake City,UT,USA,,,,
Pham,Mitchell,M,20,Salt Lake City,UT,USA,,,,
Carl,Daniel,M,25,Salt Lake City,UT,USA,,,,
Baumgardner,Angelic,F,26,Salt Lake City,UT,USA,,,,
Graves,Harrison,M,29,Burlington,VT,USA,,,,
Zulkoski,Ciera,F,19,Burlington,VT,USA,,,,
Marquez,Shannon,F,23,Virginia Beach,VA,USA,,,,
Latas,Ferndo,M,31,Virginia Beach,VA,USA,,,,
Deherrera,Sele,F,19,Virginia Beach,VA,USA,,,,
Gonzalez,Lilly,F,26,Virginia Beach,VA,USA,,,,
Huynh,Charles,M,18,Virginia Beach,VA,USA,,,,
Sandoval,Valenti,F,25,Virginia Beach,VA,USA,,,,
Higgins,Cierra,F,28,Virginia Beach,VA,USA,,,,
Prom,Clarence,M,22,Virginia Beach,VA,USA,,,,
Horsch,Mary,F,23,Virginia Beach,VA,USA,,,,
Bonthron,Jordan,M,20,Virginia Beach,VA,USA,,,,
Biggs,Samantha,F,26,Virginia Beach,VA,USA,,,,
Urbigkeit,Evan,M,22,Virginia Beach,VA,USA,,,,
Shenoy,Scott,M,24,Virginia Beach,VA,USA,,,,
Castro-Diaz,Mindie,F,30,Virginia Beach,VA,USA,,,,
Lim,Devante,M,26,Virginia Beach,VA,USA,,,,
Graves,Jason,M,25,Virginia Beach,VA,USA,,,,
Hiller,Kristi,F,22,Charleston,WV,USA,,,,
Lucero,Gi,F,24,Charleston,WV,USA,,,,
Mack,Jesus,M,31,Milwaukee,WI,USA,,,,
Douglas,Robert,M,26,Milwaukee,WI,USA,,,,
Calderon,Sheldyn,F,21,Milwaukee,WI,USA,,,,
Baldino,Anfernee,M,25,Milwaukee,WI,USA,,,,
Andree,Cameron,M,19,Milwaukee,WI,USA,,,,
Herndez,Montanez,F,25,Milwaukee,WI,USA,,,,
Schneider,Dominique,F,20,Milwaukee,WI,USA,,,,
Schonholz,Melissa,F,21,Milwaukee,WI,USA,,,,
Chau,Tyrell,M,28,Milwaukee,WI,USA,,,,
Renner,Ernesto,M,23,Milwaukee,WI,USA,,,,
Hale,Taylor,M,28,Milwaukee,WI,USA,,,,
Guerrero,Elizabeth,F,24,Milwaukee,WI,USA,,,,
Menon,Andrew,M,23,Milwaukee,WI,USA,,,,
Stoker,Kathryn,F,18,Milwaukee,WI,USA,,,,
Moore,Adrian,M,25,Milwaukee,WI,USA,,,,
Gutierrez,Angeli,F,22,Milwaukee,WI,USA,,,,
Barnes,Eric,M,23,Milwaukee,WI,USA,,,,
Thompson,Canion,M,18,Milwaukee,WI,USA,,,,
Pagliwan,Jacob,M,22,Milwaukee,WI,USA,,,,
Whitt,Dominic,M,29,Milwaukee,WI,USA,,,,
Diaz,Alyssa,F,19,Milwaukee,WI,USA,,,,
Kang,Joshua,M,20,Milwaukee,WI,USA,,,,
Matthews,Sarah,F,23,Cheyenne,WY,USA,,,,
Ta,Gavin,M,25,Cheyenne,WY,USA,,,,
